,Season,Team,Avg FG3%,Avg FG%,Avg FT%,AvgTO,avgScore,avgBlk,avgDr,avgAst,avgPf,avgStl,avgOR,Home Win,Neutral Win,Away Win,Wins,Losses,Upsets,Games,AvgWinRank,AvgLossRank,AvgOffRating,AvgDefRating,AvgNetRating,Top 25 Wins,Top 10 Wins
2017_1228,2017,1228,36.01,44.4,68.79,12.61,70.48,2.16,24.68,12.81,18.26,5.26,9.71,11,3,3,17,14,5,31,123.65,53.86,102.79,102.0,0.78,2,0
2017_1229,2017,1229,36.36,43.75,66.06,12.53,68.44,4.75,26.56,13.41,17.72,6.94,10.38,14,3,9,26,6,1,32,190.35,97.83,103.82,92.28,11.55,0,0
2017_1230,2017,1230,37.76,44.26,69.61,13.72,74.68,4.32,24.28,12.24,20.56,5.36,7.88,6,0,2,8,17,6,25,249.12,194.76,101.69,110.14,-8.45,0,0
2017_1231,2017,1231,38.31,48.15,72.78,15.18,80.24,4.7,26.94,14.27,20.12,6.21,12.18,14,2,2,18,15,5,33,161.67,46.0,111.94,104.33,7.61,2,2
2017_1232,2017,1232,34.0,41.07,68.07,12.8,69.13,4.17,27.17,13.2,21.4,6.47,8.63,7,0,3,10,20,7,30,197.3,149.15,95.7,102.33,-6.63,1,0
2017_1233,2017,1233,39.71,45.48,76.99,12.09,80.47,2.97,26.41,15.62,19.18,6.91,9.56,8,6,8,22,12,1,34,206.41,140.33,110.15,103.83,6.32,0,0
2017_1234,2017,1234,37.13,44.82,70.01,13.72,79.97,3.81,26.41,17.34,17.84,7.53,12.0,14,1,3,18,14,6,32,148.89,59.5,106.78,104.03,2.74,3,0
2017_1235,2017,1235,40.22,46.86,69.58,10.15,80.88,3.58,25.61,15.82,15.97,7.91,9.33,12,6,5,23,10,2,33,127.13,42.5,112.45,100.72,11.72,3,1
2017_1236,2017,1236,39.48,48.42,72.75,13.39,85.0,3.89,26.64,16.96,18.39,7.64,10.46,10,0,6,16,12,4,28,242.81,135.75,112.39,106.85,5.55,0,0
2017_1237,2017,1237,37.83,44.47,68.03,12.13,77.0,2.57,22.7,13.6,20.8,6.9,11.03,6,1,5,12,18,8,30,212.0,160.89,107.3,110.1,-2.8,0,0
2017_1238,2017,1238,29.94,38.47,67.56,12.28,64.03,2.59,23.03,10.41,20.38,5.93,13.03,8,0,4,12,17,4,29,315.58,223.53,97.09,102.25,-5.16,0,0
2017_1239,2017,1239,39.23,45.55,72.23,13.04,74.5,1.46,22.25,12.43,19.39,7.96,8.86,3,2,8,13,15,6,28,301.38,199.47,107.33,107.92,-0.59,0,0
2017_1240,2017,1240,36.68,45.68,71.68,13.53,69.03,3.66,25.16,13.81,18.22,4.53,10.09,3,5,10,18,14,2,32,235.5,176.07,105.61,104.0,1.61,0,0
2017_1241,2017,1241,33.33,44.09,71.4,14.25,66.0,2.69,24.94,11.47,20.34,5.72,9.34,5,1,3,9,23,5,32,217.67,140.96,99.55,104.35,-4.8,0,0
2017_1242,2017,1242,40.49,48.69,66.57,13.09,82.72,4.69,26.81,16.28,18.12,6.94,12.03,14,4,10,28,4,0,32,96.11,47.75,114.39,100.2,14.19,6,2
2017_1243,2017,1243,36.06,45.85,68.92,13.06,71.73,3.79,23.24,14.97,17.73,7.82,9.52,11,4,5,20,13,4,33,154.25,48.0,105.68,98.73,6.96,3,0
2017_1244,2017,1244,41.2,46.03,69.69,13.43,74.4,2.67,24.13,15.57,18.93,5.13,11.03,6,0,6,12,18,4,30,283.67,180.39,104.73,108.65,-3.92,0,0
2017_1245,2017,1245,31.43,42.59,71.73,13.0,75.91,3.68,25.29,12.26,19.26,6.29,14.65,9,5,7,21,13,4,34,202.38,160.08,105.9,101.28,4.61,0,0
2017_1246,2017,1246,35.35,47.68,70.08,12.03,85.94,5.29,27.59,15.53,19.29,6.06,12.59,15,7,7,29,5,0,34,105.45,23.6,113.99,95.44,18.55,2,2
2017_1247,2017,1247,36.43,45.68,76.65,13.1,75.53,2.13,24.13,14.17,18.67,6.37,8.3,11,0,4,15,15,6,30,168.6,108.27,107.29,109.08,-1.79,0,0
2017_1248,2017,1248,32.7,42.57,71.09,14.48,65.21,2.79,24.66,12.48,16.97,4.79,6.83,4,0,4,8,21,7,29,257.38,187.57,93.53,109.19,-15.67,0,0
2017_1249,2017,1249,35.62,44.4,67.72,13.83,74.07,2.9,23.31,13.24,21.83,7.0,11.45,8,1,6,15,14,2,29,272.0,198.5,104.98,103.66,1.32,0,0
2017_1250,2017,1250,39.21,47.97,76.99,14.03,75.45,3.1,26.77,14.45,17.1,6.77,7.13,11,0,8,19,12,3,31,223.58,156.17,106.2,99.8,6.4,0,0
2017_1251,2017,1251,35.86,42.79,74.21,10.45,65.52,1.72,22.69,12.45,19.45,6.21,4.83,9,0,7,16,13,0,29,275.19,96.0,101.62,100.11,1.51,0,0
2017_1252,2017,1252,36.09,46.62,72.78,15.23,82.77,3.1,25.27,17.43,21.63,6.63,9.87,8,0,9,17,13,1,30,261.12,148.38,108.75,105.09,3.66,0,0
2017_1253,2017,1253,35.09,43.31,72.61,14.44,73.66,2.56,23.56,13.03,20.16,5.44,11.62,8,2,3,13,19,3,32,258.69,157.0,101.47,108.67,-7.2,0,0
2017_1254,2017,1254,34.77,43.51,68.7,14.48,70.97,3.23,25.26,10.84,20.03,5.74,13.03,7,3,9,19,12,4,31,267.11,233.0,102.26,101.25,1.01,0,0
2017_1255,2017,1255,32.46,43.67,72.93,15.46,65.89,4.11,23.07,10.5,17.89,5.75,7.21,3,0,1,4,24,3,28,283.5,193.0,93.07,114.19,-21.12,0,0
2017_1256,2017,1256,37.09,46.53,70.7,12.42,76.87,5.35,26.97,16.29,15.84,6.55,10.13,13,2,6,21,10,1,31,260.57,118.0,108.88,95.49,13.39,0,0
2017_1257,2017,1257,35.85,45.54,68.48,11.16,77.53,5.47,26.38,13.59,19.47,6.75,13.31,16,3,5,24,8,2,32,99.12,16.75,112.02,95.1,16.92,4,2
2017_1258,2017,1258,35.24,44.12,61.11,13.07,69.45,4.07,22.38,14.38,20.24,7.52,10.79,9,0,5,14,15,3,29,228.93,78.53,101.38,103.7,-2.32,0,0
2017_1259,2017,1259,33.26,41.76,69.16,14.77,65.33,3.33,21.47,11.5,19.3,7.13,11.63,9,0,5,14,16,8,30,214.21,198.38,97.1,102.79,-5.69,0,0
2017_1260,2017,1260,38.86,47.94,70.8,11.6,71.7,2.37,23.77,14.43,17.27,6.6,6.37,11,2,3,16,14,4,30,214.06,138.29,106.75,100.26,6.48,0,0
2017_1261,2017,1261,33.56,45.06,69.62,14.55,74.81,3.55,24.55,12.81,19.19,6.0,11.45,8,1,1,10,21,6,31,163.4,71.9,102.22,113.47,-11.25,0,0
2017_1262,2017,1262,38.45,47.84,73.47,15.3,77.73,2.07,24.23,15.7,20.33,5.4,9.0,7,1,2,10,20,4,30,278.3,186.85,105.58,110.85,-5.27,0,0
2017_1263,2017,1263,31.23,39.9,65.09,13.19,63.65,1.9,24.39,11.58,17.77,5.13,10.16,3,0,3,6,25,4,31,300.67,169.84,92.17,109.62,-17.45,0,0
2017_1264,2017,1264,32.81,41.57,72.95,16.56,70.59,3.28,23.94,10.94,24.78,7.0,11.09,7,0,3,10,22,4,32,258.9,138.82,96.49,106.17,-9.69,0,0
2017_1265,2017,1265,33.29,42.87,72.51,12.78,69.47,2.59,23.84,11.0,19.66,4.56,7.34,5,1,2,8,24,5,32,268.88,145.21,99.41,114.26,-14.85,0,0
2017_1266,2017,1266,43.05,48.72,77.93,12.19,82.52,3.61,24.42,16.55,19.39,7.35,8.84,14,1,4,19,12,8,31,139.42,51.08,115.72,105.34,10.39,1,1
2017_1267,2017,1267,37.37,45.64,73.29,12.41,85.76,3.97,27.59,16.41,18.41,5.91,9.29,12,3,4,19,15,0,34,226.21,126.53,109.54,107.79,1.75,0,0
2017_1268,2017,1268,36.7,45.13,70.08,13.0,73.55,4.65,25.0,14.23,18.61,5.19,10.39,12,3,8,23,8,2,31,116.65,61.25,107.83,101.18,6.66,2,0
2017_1269,2017,1269,29.66,43.68,66.02,14.82,71.85,5.12,25.82,16.03,21.88,7.58,10.09,11,2,2,15,18,5,33,196.2,105.06,98.38,99.0,-0.62,0,0
2017_1270,2017,1270,33.4,41.71,68.98,14.35,68.92,3.19,23.73,10.15,19.69,5.35,9.42,2,0,3,5,21,5,26,284.2,177.05,95.61,109.63,-14.02,0,0
2017_1271,2017,1271,34.31,41.96,67.97,12.66,70.28,2.53,23.19,13.09,19.59,5.25,10.19,5,2,5,12,20,1,32,324.42,177.35,99.3,109.58,-10.28,0,0
2017_1272,2017,1272,29.53,44.24,68.27,11.5,73.97,4.69,24.97,15.88,16.69,6.91,11.66,14,1,4,19,13,5,32,216.05,71.69,104.32,100.34,3.98,0,0
2017_1273,2017,1273,34.42,43.66,78.52,11.53,69.47,2.4,24.9,12.87,17.77,4.13,11.13,6,1,6,13,17,4,30,235.92,96.71,108.79,107.67,1.11,0,0
2017_1274,2017,1274,35.9,45.31,71.83,12.72,69.38,3.88,24.97,11.91,15.56,6.38,11.06,14,3,4,21,11,3,32,143.19,24.64,106.33,98.44,7.88,3,2
2017_1275,2017,1275,30.94,43.13,69.71,14.37,69.2,3.7,24.03,11.13,20.33,7.37,8.97,8,0,1,9,21,7,30,228.67,162.62,96.67,105.54,-8.87,0,0
2017_1276,2017,1276,38.14,48.29,77.45,9.43,74.8,2.77,21.89,13.8,15.11,5.94,7.51,15,6,3,24,11,4,35,118.17,48.45,116.58,101.55,15.03,4,0
2017_1277,2017,1277,37.59,46.78,66.45,14.18,71.73,4.79,27.21,16.97,20.3,4.45,9.48,14,3,2,19,14,5,33,122.79,43.43,104.7,100.04,4.66,3,0
2017_1278,2017,1278,34.41,43.45,70.7,11.67,75.27,6.79,28.58,14.91,16.88,5.73,11.33,17,2,5,24,9,1,33,105.38,48.44,104.5,95.51,8.99,2,0
2017_1279,2017,1279,34.42,41.93,74.91,14.27,77.73,4.33,26.82,12.67,19.67,6.64,12.67,13,3,4,20,13,2,33,175.85,41.38,105.1,102.91,2.2,0,0
2017_1280,2017,1280,34.74,44.4,68.74,13.53,72.5,4.09,25.72,12.06,19.94,7.47,9.69,10,4,2,16,16,5,32,186.38,62.0,102.23,99.84,2.39,0,0
2017_1281,2017,1281,30.45,39.3,68.31,12.0,69.16,2.12,25.34,12.06,20.28,6.25,11.16,6,2,0,8,24,4,32,207.62,91.92,97.52,102.58,-5.06,0,0
2017_1282,2017,1282,36.71,43.18,71.22,14.67,75.17,2.5,23.97,12.43,22.1,6.67,9.83,8,2,4,14,16,2,30,260.43,106.81,101.78,106.52,-4.74,0,0
2017_1283,2017,1283,36.3,43.91,70.11,12.41,71.97,3.72,25.03,12.09,17.81,5.19,11.38,10,2,4,16,16,6,32,231.25,132.31,106.74,104.16,2.58,0,0
2017_1284,2017,1284,37.03,43.77,75.64,12.52,81.15,4.61,27.58,12.42,20.55,6.97,11.18,13,2,12,27,6,1,33,209.78,97.5,108.55,97.71,10.84,0,0
2017_1285,2017,1285,35.68,44.86,75.2,10.78,74.72,2.84,24.19,13.0,21.91,5.66,9.69,8,1,7,16,16,5,32,260.44,169.06,108.6,105.58,3.02,0,0
2017_1286,2017,1286,37.16,43.11,73.2,12.23,79.17,2.27,25.57,13.13,23.07,5.77,10.3,10,0,4,14,16,4,30,264.93,189.0,107.08,107.72,-0.64,0,0
2017_1287,2017,1287,38.68,45.14,73.8,13.18,76.57,3.0,23.36,15.32,21.39,6.0,12.68,8,0,4,12,16,3,28,245.67,132.75,107.37,109.47,-2.1,0,0
2017_1288,2017,1288,29.2,38.09,71.36,13.97,66.79,3.28,24.72,10.59,20.17,5.62,14.17,8,0,5,13,16,6,29,308.85,227.62,95.72,100.15,-4.43,0,0
2017_1290,2017,1290,34.25,42.15,64.98,14.38,69.84,1.88,22.59,11.69,19.5,6.81,12.03,5,0,2,7,25,4,32,287.29,210.12,96.09,114.11,-18.02,0,0
2017_1291,2017,1291,35.65,44.37,67.48,13.15,68.32,4.0,22.62,11.15,18.0,6.21,7.65,11,0,8,19,15,1,34,272.79,129.6,98.87,99.94,-1.07,0,0
2017_1292,2017,1292,37.0,48.73,70.05,10.36,74.21,2.85,25.42,15.03,18.27,6.94,9.7,12,6,11,29,4,1,33,195.41,127.25,112.29,95.12,17.18,0,0
2017_1293,2017,1293,36.09,43.57,74.25,12.13,78.61,2.03,24.97,13.48,20.16,5.71,12.06,8,3,3,14,17,6,31,230.14,180.12,109.49,107.57,1.92,0,0
2017_1294,2017,1294,34.07,43.5,59.43,14.41,69.78,2.22,26.11,13.07,19.37,4.96,10.33,4,1,4,9,18,2,27,308.0,175.33,99.16,104.8,-5.64,0,0
2017_1295,2017,1295,36.32,45.33,70.65,11.79,73.89,3.75,26.14,11.93,17.04,6.07,8.36,9,1,7,17,11,0,28,213.29,144.73,105.49,104.19,1.29,0,0
2017_1296,2017,1296,30.56,42.39,68.08,13.79,70.31,2.38,25.14,10.31,19.86,6.86,12.69,6,0,6,12,17,8,29,231.17,175.24,99.33,100.99,-1.66,0,0
2017_1297,2017,1297,36.13,45.22,67.64,13.34,74.88,2.59,26.16,13.41,17.78,5.59,10.97,10,4,8,22,10,1,32,220.55,150.8,107.68,101.93,5.75,0,0
2017_1298,2017,1298,30.6,41.98,63.7,14.23,64.58,2.06,21.94,13.39,18.65,7.1,13.23,10,0,5,15,16,4,31,236.6,160.5,99.89,99.1,0.79,0,0
2017_1299,2017,1299,32.16,42.0,67.78,14.27,63.43,2.0,23.2,10.8,19.57,4.33,10.87,1,0,0,1,29,1,30,202.0,252.86,96.56,116.41,-19.85,0,0
2017_1300,2017,1300,33.28,45.42,69.28,12.23,73.33,3.27,26.73,13.63,17.17,5.87,11.03,8,3,11,22,8,1,30,292.68,219.25,107.81,93.68,14.13,0,0
2017_1301,2017,1301,35.59,46.79,70.01,13.38,77.59,4.38,26.0,14.31,18.28,5.06,10.28,11,2,2,15,17,5,32,176.53,51.12,106.74,110.43,-3.69,1,1
2017_1303,2017,1303,38.44,44.93,75.39,14.03,83.0,3.16,25.13,13.58,19.42,8.06,10.65,7,2,8,17,14,3,31,220.06,138.5,108.29,109.83,-1.54,0,0
2017_1304,2017,1304,31.84,41.37,70.68,13.13,69.93,3.63,24.77,11.27,18.77,6.93,13.3,7,1,3,11,19,7,30,116.36,61.21,99.18,105.28,-6.1,1,0
2017_1305,2017,1305,38.47,44.97,70.34,11.15,79.97,4.35,27.85,16.06,16.68,5.29,11.06,13,7,8,28,6,0,34,160.04,89.33,112.32,99.77,12.55,0,0
2017_1306,2017,1306,34.19,43.18,72.21,12.34,69.24,1.86,27.72,11.79,16.03,3.76,9.41,8,0,9,17,12,1,29,252.76,137.25,103.14,100.53,2.61,0,0
2017_1307,2017,1307,32.66,45.95,74.62,13.0,73.65,3.52,25.71,13.52,19.84,6.1,8.84,11,1,5,17,14,5,31,179.47,86.64,103.87,102.48,1.39,0,0
2017_1308,2017,1308,33.43,46.26,70.89,13.73,77.43,3.5,26.43,14.67,18.6,4.87,12.47,14,3,8,25,5,0,30,216.44,112.6,110.98,97.08,13.91,0,0
2017_1309,2017,1309,31.13,46.16,70.97,16.57,70.75,3.0,23.18,15.07,17.61,7.39,11.93,8,2,7,17,11,0,28,246.12,163.73,101.73,99.68,2.05,0,0
2017_1310,2017,1310,36.58,41.57,74.96,12.97,74.18,4.61,26.42,12.61,18.3,5.21,11.79,5,1,4,10,23,9,33,192.1,192.35,101.93,107.65,-5.72,0,0
2017_1311,2017,1311,33.48,42.11,73.8,14.78,72.74,5.93,22.04,13.52,19.0,7.04,9.85,6,1,3,10,17,4,27,266.4,182.41,99.7,113.49,-13.79,0,0
2017_1312,2017,1312,33.43,41.84,70.37,14.0,71.07,2.62,23.9,12.24,19.52,6.28,11.17,6,1,2,9,20,5,29,270.67,181.05,100.42,108.14,-7.72,0,0
2017_1313,2017,1313,32.83,41.7,67.86,14.55,69.06,5.26,27.65,10.77,20.81,5.06,10.87,8,2,5,15,16,0,31,310.87,181.56,96.62,101.79,-5.17,0,0
2017_1314,2017,1314,36.66,46.8,70.65,11.88,84.33,3.21,27.48,18.21,17.91,6.79,15.76,15,5,6,26,7,0,33,101.23,37.29,116.44,98.16,18.28,5,2
2017_1315,2017,1315,38.43,47.6,73.18,13.79,78.68,2.82,26.14,14.75,21.43,7.64,8.96,8,4,7,19,9,2,28,245.21,200.33,106.3,100.49,5.82,0,0
2017_1316,2017,1316,34.74,44.01,64.88,16.07,73.47,3.7,25.0,12.03,18.93,5.1,12.2,6,1,4,11,19,4,30,244.55,156.11,101.53,110.38,-8.85,0,0
2017_1317,2017,1317,31.68,42.0,64.45,13.11,68.46,2.89,25.18,11.18,19.0,6.64,9.89,5,0,1,6,22,6,28,288.17,189.41,95.83,106.45,-10.62,0,0
2017_1318,2017,1318,36.68,45.6,68.08,12.58,72.06,3.61,25.0,13.35,16.84,5.48,8.52,7,1,7,15,16,7,31,167.07,153.31,105.71,106.1,-0.39,0,0
2017_1319,2017,1319,31.72,40.45,68.14,14.52,68.58,1.87,25.84,13.77,18.45,4.42,11.97,5,1,2,8,23,7,31,244.88,220.74,96.63,107.44,-10.81,0,0
2017_1320,2017,1320,32.3,39.41,73.49,11.34,61.38,2.83,23.1,9.69,15.62,6.41,6.0,8,2,3,13,16,5,29,195.69,111.62,93.61,100.15,-6.54,0,0
2017_1321,2017,1321,34.09,43.59,75.12,10.53,71.09,5.0,25.44,15.26,19.03,5.03,10.76,14,4,5,23,11,5,34,142.3,38.45,107.33,98.48,8.85,1,0
2017_1322,2017,1322,36.42,44.0,69.54,15.32,74.24,2.52,23.92,13.68,19.84,6.52,10.76,3,1,5,9,16,7,25,250.78,218.75,100.96,108.91,-7.96,0,0
2017_1323,2017,1323,38.55,46.09,79.93,9.44,78.0,3.76,24.44,16.0,14.85,7.18,9.32,16,4,5,25,9,4,34,134.84,20.22,114.71,101.45,13.26,4,1
2017_1324,2017,1324,32.81,45.31,76.27,13.73,78.97,5.0,28.43,16.7,17.6,7.87,10.23,12,1,9,22,8,5,30,202.86,160.62,105.84,94.99,10.84,0,0
2017_1325,2017,1325,38.6,45.43,68.89,12.57,77.0,2.8,27.83,13.23,17.97,5.77,9.17,11,1,7,19,11,2,30,211.21,148.64,106.32,97.84,8.48,0,0
2017_1326,2017,1326,35.64,46.3,68.24,13.22,72.78,3.78,27.12,13.56,17.56,5.19,10.12,13,0,4,17,15,6,32,141.06,70.93,105.51,101.35,4.15,2,0
2017_1328,2017,1328,34.35,42.27,72.12,13.81,72.97,4.74,26.19,10.61,19.39,6.87,11.65,8,2,1,11,20,6,31,179.0,55.95,100.04,103.02,-2.98,1,0
2017_1329,2017,1329,40.26,46.51,78.65,13.29,85.03,3.0,23.1,14.68,22.26,7.74,13.65,10,2,7,19,12,3,31,136.53,30.67,116.77,107.71,9.06,1,0
2017_1330,2017,1330,32.37,41.19,64.29,11.23,64.45,4.58,25.1,13.61,18.29,6.32,13.29,11,1,7,19,12,4,31,222.32,127.42,100.97,94.66,6.31,0,0
2017_1331,2017,1331,35.39,43.79,76.55,12.0,73.93,3.11,25.0,13.79,18.11,5.14,9.07,5,0,1,6,22,6,28,158.5,157.45,102.45,112.42,-9.97,0,0
2017_1332,2017,1332,37.87,48.17,70.61,11.73,78.67,6.55,25.64,16.33,16.3,6.55,10.27,16,5,7,28,5,1,33,121.89,47.0,113.82,95.04,18.78,2,1
2017_1333,2017,1333,34.56,42.19,66.07,15.48,62.48,3.71,23.16,11.52,19.29,5.61,9.06,4,0,0,4,27,3,31,199.0,105.96,92.48,108.74,-16.25,0,0
2017_1334,2017,1334,32.41,39.86,67.96,11.56,65.75,1.91,25.38,11.59,20.75,4.03,11.31,7,1,2,10,22,4,32,234.9,105.68,96.54,106.86,-10.32,0,0
2017_1335,2017,1335,33.91,44.32,65.71,12.82,68.86,3.57,25.21,14.32,17.93,6.46,9.54,6,0,7,13,15,5,28,227.46,150.47,101.77,100.77,1.0,0,0
2017_1336,2017,1336,33.87,41.44,74.46,13.03,71.73,5.52,25.42,13.7,18.06,6.82,10.0,9,2,4,15,18,5,33,132.8,64.06,98.35,100.06,-1.71,1,0
2017_1337,2017,1337,37.53,44.42,64.08,12.53,68.5,2.5,23.43,13.43,17.2,5.0,9.4,6,1,1,8,22,7,30,200.88,127.95,98.66,115.45,-16.79,0,0
2017_1338,2017,1338,36.08,44.19,73.3,12.0,72.85,3.39,25.61,14.33,16.7,3.85,9.48,11,3,2,16,17,4,33,118.12,52.71,106.47,109.71,-3.25,2,0
2017_1339,2017,1339,37.0,41.24,73.95,13.0,65.19,3.26,23.81,9.26,18.03,4.65,8.26,3,4,2,9,22,4,31,247.0,113.55,95.83,108.79,-12.96,0,0
2017_1340,2017,1340,33.39,46.72,65.88,12.39,82.29,2.57,23.21,14.79,20.29,9.68,9.82,7,1,4,12,16,5,28,270.5,211.38,106.52,108.05,-1.53,0,0
2017_1341,2017,1341,34.89,42.12,69.89,12.97,67.9,3.55,21.45,11.94,21.16,8.03,8.77,8,0,3,11,20,2,31,301.09,191.75,98.57,107.78,-9.21,0,0
2017_1342,2017,1342,33.61,40.12,67.39,15.29,58.54,2.25,21.89,11.36,17.29,4.57,10.0,3,0,0,3,25,3,28,256.0,187.48,89.09,116.58,-27.49,0,0
2017_1343,2017,1343,38.1,44.73,73.6,9.89,70.82,3.18,24.36,13.82,16.25,6.79,8.11,9,3,10,22,6,0,28,224.86,81.17,109.6,95.16,14.44,0,0
2017_1344,2017,1344,36.8,44.67,69.07,12.59,70.25,3.0,24.56,14.19,17.12,6.72,8.97,15,1,4,20,12,6,32,143.5,71.08,103.3,98.26,5.04,1,0
2017_1345,2017,1345,40.62,47.96,76.37,13.09,80.12,2.5,28.09,18.12,15.75,5.22,9.84,15,4,6,25,7,0,32,128.64,38.14,112.86,94.81,18.05,1,0
2017_1346,2017,1346,32.57,42.23,68.33,14.45,76.68,3.58,25.52,14.42,19.61,5.74,13.94,6,1,3,10,21,5,31,240.7,162.57,101.22,110.28,-9.06,0,0
2017_1347,2017,1347,34.59,40.66,65.99,14.87,63.9,3.67,25.37,11.63,17.2,4.53,12.3,6,2,4,12,18,4,30,253.58,144.44,96.85,106.18,-9.33,0,0
2017_1348,2017,1348,33.99,45.24,65.69,11.21,73.36,6.09,25.55,13.42,20.88,6.36,11.88,13,4,7,24,9,3,33,146.54,75.44,108.4,96.39,12.01,3,0
2017_1349,2017,1349,38.96,45.77,73.92,14.32,81.06,3.65,27.13,13.48,19.29,6.06,10.26,10,1,9,20,11,3,31,261.85,144.91,109.2,102.71,6.49,0,0
2017_1350,2017,1350,34.2,46.6,71.21,11.66,74.06,1.94,24.28,16.94,18.41,6.81,6.91,11,2,7,20,12,1,32,178.15,82.42,105.56,101.56,4.0,0,0
2017_1351,2017,1351,33.21,44.59,67.15,14.58,75.7,3.61,27.58,14.12,19.79,6.64,12.76,7,1,10,18,15,4,33,240.17,169.33,101.65,101.53,0.12,0,0
2017_1352,2017,1352,31.88,40.04,64.71,15.06,64.39,2.42,23.52,10.55,20.33,7.91,11.0,5,3,6,14,19,4,33,267.57,178.37,91.79,96.05,-4.26,0,0
2017_1353,2017,1353,30.21,40.88,62.52,13.31,64.91,4.66,25.28,10.78,17.66,6.38,14.53,9,2,3,14,18,4,32,227.36,51.39,96.93,100.16,-3.23,0,0
2017_1354,2017,1354,32.02,42.37,69.81,12.59,68.41,2.1,21.41,11.83,19.41,4.93,10.28,4,1,4,9,20,2,29,308.89,181.85,97.96,114.91,-16.96,0,0
2017_1355,2017,1355,36.11,45.47,77.01,12.84,77.09,2.25,25.69,13.03,17.06,5.09,9.06,9,4,3,16,16,4,32,207.12,153.06,110.19,111.62,-1.43,0,0
2017_1356,2017,1356,31.56,42.97,69.42,11.84,67.97,3.84,22.94,11.34,17.91,6.84,10.5,10,1,5,16,16,1,32,210.75,113.44,100.5,103.99,-3.49,0,0
2017_1357,2017,1357,33.5,44.21,70.11,16.12,72.69,2.69,26.03,14.34,19.28,6.78,11.28,6,1,6,13,19,7,32,291.15,203.05,98.8,103.9,-5.1,0,0
2017_1358,2017,1358,30.56,42.08,68.51,14.0,71.13,2.73,24.7,13.93,22.47,6.7,11.97,10,2,5,17,13,4,30,250.82,184.31,98.96,99.84,-0.89,0,0
2017_1359,2017,1359,39.69,46.08,74.25,13.59,78.5,2.34,26.16,15.88,19.16,6.16,10.03,7,2,8,17,15,4,32,241.0,119.2,108.22,105.5,2.72,0,0
2017_1360,2017,1360,34.74,40.36,71.61,12.27,64.0,1.73,24.8,12.03,19.63,3.77,8.0,6,0,6,12,18,3,30,244.0,105.17,96.86,108.17,-11.31,0,0
2017_1361,2017,1361,31.63,41.19,70.09,11.69,68.09,4.88,25.47,10.69,17.47,6.84,10.84,9,5,4,18,14,5,32,182.83,102.43,101.44,94.48,6.96,0,0
2017_1362,2017,1362,35.44,45.04,62.68,12.74,70.81,2.71,26.39,12.97,19.61,6.61,9.13,11,3,5,19,12,2,31,209.26,91.25,102.99,96.54,6.45,0,0
2017_1363,2017,1363,33.65,43.16,69.98,13.07,70.61,4.39,23.86,13.11,19.71,6.0,8.86,7,0,5,12,16,5,28,192.0,116.25,98.53,104.27,-5.74,0,0
2017_1364,2017,1364,28.52,37.47,63.32,12.22,60.22,2.11,23.74,11.89,18.11,5.33,12.41,4,0,1,5,22,4,27,259.2,172.5,90.42,107.3,-16.88,0,0
2017_1365,2017,1365,38.33,43.43,74.28,10.28,66.53,1.94,23.5,14.0,18.66,5.22,5.88,10,1,5,16,16,4,32,209.38,89.25,102.5,101.53,0.98,0,0
2017_1366,2017,1366,31.8,40.39,64.65,14.81,83.93,2.96,27.56,16.59,20.04,7.89,12.56,5,0,6,11,16,2,27,309.64,187.31,101.81,109.22,-7.41,0,0
2017_1367,2017,1367,35.22,45.82,64.23,12.64,76.57,2.96,26.32,14.75,17.5,4.57,11.29,4,2,7,13,15,3,28,259.31,178.87,107.21,109.37,-2.17,0,0
2017_1368,2017,1368,36.07,44.29,68.62,15.8,69.8,3.33,23.63,13.8,19.4,6.77,12.07,9,0,5,14,16,3,30,277.64,203.12,101.11,99.19,1.91,0,0
2017_1369,2017,1369,36.85,44.42,74.0,12.42,73.71,1.84,22.16,13.61,19.71,7.1,8.58,8,1,4,13,18,7,31,265.92,182.67,104.68,107.25,-2.56,0,0
2017_1370,2017,1370,33.87,42.65,70.4,14.7,68.26,2.15,26.04,15.59,19.41,6.3,6.96,6,2,2,10,17,1,27,311.8,127.71,96.09,100.82,-4.72,0,0
2017_1371,2017,1371,33.79,45.02,64.33,13.56,73.31,2.47,26.5,12.31,18.59,6.94,13.06,12,5,4,21,11,4,32,148.33,40.73,104.73,100.95,3.78,1,0
2017_1372,2017,1372,31.49,44.14,70.62,17.07,68.31,2.9,22.93,12.14,21.52,6.79,11.52,9,2,4,15,14,5,29,247.6,187.93,98.5,99.38,-0.88,0,0
2017_1373,2017,1373,32.75,45.2,71.07,14.0,74.97,4.12,25.12,13.53,19.65,5.85,12.65,10,2,5,17,17,3,34,210.53,113.82,105.7,105.23,0.47,0,0
2017_1374,2017,1374,40.62,47.37,69.53,10.85,74.53,3.44,26.41,16.35,14.41,5.74,11.94,18,4,8,30,4,2,34,153.83,37.5,116.81,93.78,23.03,2,0
2017_1375,2017,1375,31.65,42.52,66.37,13.23,70.9,3.77,23.5,12.67,20.53,7.47,10.17,8,0,4,12,18,5,30,230.33,154.0,99.1,103.43,-4.33,0,0
2017_1376,2017,1376,33.39,41.07,69.13,13.42,71.48,3.68,23.48,12.42,20.94,7.9,12.52,14,1,6,21,10,2,31,132.9,54.5,100.88,91.7,9.18,2,1
