,avgOR,AvgOffRating,avgStl,Avg FT%,avgAst,Neutral Win,AvgDefRating,Season,avgPf,Away Win,Avg FG%,Top 10 Wins,AvgWinRank,avgBlk,Avg FG3%,Wins,Losses,AvgLossRank,avgDr,Games,Team,Top 25 Wins,avgScore,Upsets,AvgNetRating,Home Win,AvgTO,Conference
2016_1354,10.0,104.24,4.55,71.73,12.74,3,107.27,2016,19.19,6,44.71,0,298.76,2.81,33.77,17,14,167.79,23.58,31,1354,0,71.35,2,-3.03,8,11.48,meac
2016_1355,11.16,110.38,4.61,74.23,11.29,6,100.06,2016,19.97,8,44.74,0,172.92,2.13,36.15,24,7,136.71,26.35,31,1355,0,75.81,0,10.32,10,11.74,summit
2016_1356,11.16,104.96,7.25,68.52,11.53,1,99.18,2016,21.44,9,45.32,0,229.45,1.97,34.3,22,10,129.7,24.31,32,1356,0,73.75,4,5.78,12,13.69,mvc
2016_1357,12.6,101.28,6.33,68.78,12.1,1,107.34,2016,20.83,5,43.73,0,279.92,2.57,31.07,12,18,202.72,25.0,30,1357,0,73.9,4,-6.07,6,14.73,nec
2016_1358,10.79,103.95,5.34,68.55,15.83,2,103.35,2016,22.03,6,42.53,0,304.07,1.59,34.3,15,14,123.86,25.0,29,1358,0,72.03,1,0.6,7,11.52,southland
2016_1359,10.1,102.82,6.74,71.6,12.29,3,105.6,2016,20.97,5,45.14,0,275.67,3.29,32.21,12,19,151.26,23.42,31,1359,0,72.32,3,-2.78,4,13.71,southern
2016_1360,9.28,90.74,4.41,66.86,11.1,2,104.74,2016,21.55,1,39.12,0,229.75,3.93,29.24,8,21,167.9,23.52,29,1360,0,60.38,8,-14.0,5,13.69,wcc
2016_1361,11.72,101.33,5.59,68.43,10.63,3,91.28,2016,17.72,9,41.64,0,162.83,5.44,32.19,23,9,76.89,27.03,32,1361,1,67.84,1,10.05,11,12.53,mwc
2016_1362,12.72,106.07,5.31,67.63,12.28,0,109.43,2016,21.03,5,43.63,0,274.57,2.83,35.01,14,15,121.93,26.21,29,1362,0,76.86,1,-3.36,9,12.76,wcc
2016_1363,10.0,95.58,5.57,64.92,13.57,1,105.26,2016,22.57,0,40.83,0,171.33,3.79,29.81,6,22,163.55,25.07,28,1363,0,67.04,5,-9.68,5,13.54,mwc
2016_1364,10.47,104.02,5.97,71.34,14.97,2,99.52,2016,20.17,10,44.05,0,228.35,2.97,36.5,17,13,66.08,26.67,30,1364,0,70.97,3,4.5,5,12.43,big_west
2016_1365,8.57,99.18,4.33,71.55,12.27,1,108.29,2016,20.1,3,41.16,0,258.4,2.77,34.87,10,20,134.3,24.67,30,1365,0,67.0,5,-9.11,6,11.47,wcc
2016_1366,9.14,90.44,5.66,66.44,10.1,2,99.28,2016,20.1,2,39.43,0,300.0,2.48,31.02,14,15,203.07,22.41,29,1366,0,60.79,3,-8.84,10,14.76,meac
2016_1367,12.25,102.18,4.46,63.99,14.46,0,117.09,2016,20.14,3,44.15,0,261.14,2.96,35.6,7,21,211.57,24.43,28,1367,0,70.61,6,-14.91,4,13.89,a_sun
2016_1368,10.23,99.81,6.16,63.95,13.9,1,107.92,2016,20.48,2,44.68,0,336.2,2.68,36.47,10,21,194.33,23.9,31,1368,0,69.9,2,-8.11,7,15.1,southland
2016_1369,11.37,91.27,7.19,63.91,11.81,0,108.71,2016,18.19,2,39.87,0,251.0,1.56,28.78,3,24,194.83,24.26,27,1369,0,65.41,3,-17.44,1,14.26,ovc
2016_1370,11.21,95.5,5.75,66.79,12.54,1,102.11,2016,18.61,3,41.93,0,286.42,1.61,35.34,12,16,167.31,24.64,28,1370,0,64.14,6,-6.62,8,15.39,wac
2016_1371,12.88,105.67,7.27,66.58,13.55,5,95.75,2016,18.67,7,45.02,3,145.24,4.67,35.25,25,8,46.75,27.15,33,1371,3,74.85,3,9.91,13,13.85,big_east
2016_1372,11.04,114.71,8.36,74.37,18.36,4,93.39,2016,20.93,9,48.66,0,243.48,3.29,37.48,23,5,101.6,22.75,28,1372,0,79.54,0,21.32,10,12.57,southland
2016_1373,13.61,108.2,6.12,72.35,14.45,1,101.43,2016,21.12,7,46.46,0,213.95,4.58,36.46,21,12,132.17,26.88,33,1373,0,78.15,3,6.77,13,15.97,maac
2016_1374,13.2,117.26,6.07,70.03,17.6,2,96.11,2016,15.73,7,49.68,0,151.04,4.57,41.99,25,5,58.6,26.23,30,1374,0,77.3,0,21.15,16,12.4,aac
2016_1375,11.65,95.05,6.68,67.01,10.42,2,103.83,2016,20.39,4,40.49,0,224.17,4.03,31.95,12,19,163.58,25.32,31,1375,0,68.29,4,-8.77,6,14.74,sun_belt
2016_1376,14.16,104.75,6.71,68.71,13.16,4,96.51,2016,20.26,5,42.7,0,144.65,4.23,35.47,23,8,99.13,26.61,31,1376,1,75.84,5,8.25,14,13.84,sec
2016_1377,8.83,104.46,6.5,70.73,15.13,3,110.83,2016,20.8,5,46.41,0,216.08,3.47,36.42,12,18,128.0,23.83,30,1377,0,75.93,5,-6.36,4,11.93,summit
2016_1378,12.52,94.04,4.55,66.01,10.03,1,106.39,2016,17.82,3,41.79,0,195.13,5.33,28.6,8,25,113.84,26.0,33,1378,0,63.18,5,-12.35,4,14.7,aac
2016_1379,7.81,96.56,5.3,70.6,11.93,0,106.88,2016,18.85,2,40.69,0,233.0,2.19,35.86,7,20,195.05,23.59,27,1379,0,63.78,6,-10.32,5,13.37,cusa
2016_1380,10.16,102.58,7.35,67.34,10.32,4,99.86,2016,19.74,6,43.6,0,269.53,3.32,34.47,19,12,212.5,25.26,31,1380,0,71.23,3,2.72,9,11.32,swac
2016_1381,8.32,98.24,5.5,70.94,11.64,0,117.95,2016,20.96,3,43.03,0,263.75,2.68,36.36,4,24,201.88,21.68,28,1381,0,69.11,4,-19.71,1,13.14,big_sky
2016_1382,11.0,111.33,5.9,77.21,13.6,1,104.4,2016,19.57,8,44.56,0,150.95,4.27,37.65,22,8,92.5,24.63,30,1382,3,77.8,3,6.93,13,11.5,a_ten
2016_1383,12.06,96.4,5.81,66.83,11.39,0,98.85,2016,18.61,6,39.37,0,284.29,4.94,30.32,14,17,207.41,24.74,31,1383,0,64.58,7,-2.45,8,13.68,nec
2016_1384,11.31,102.33,4.38,69.65,11.66,0,107.49,2016,17.03,5,41.92,0,276.58,3.03,35.81,12,17,194.35,24.55,29,1384,0,69.21,5,-5.16,7,12.48,nec
2016_1385,10.87,91.41,6.29,63.17,12.81,0,104.94,2016,21.42,0,39.98,0,240.29,5.58,31.97,7,24,78.75,24.9,31,1385,0,66.9,3,-13.53,7,15.29,big_east
2016_1386,10.15,110.09,5.15,71.26,15.12,6,98.76,2016,16.03,9,45.44,0,146.37,3.38,32.69,27,7,53.57,28.44,34,1386,2,77.59,2,11.34,12,10.12,a_ten
2016_1387,7.19,93.67,5.47,70.29,13.31,1,103.77,2016,20.19,3,41.95,0,203.64,2.06,32.78,11,21,97.95,25.47,32,1387,0,65.81,7,-10.1,7,13.63,a_ten
2016_1388,8.87,120.67,4.87,69.74,16.68,2,97.39,2016,15.61,7,50.99,0,203.27,3.45,41.82,26,5,78.8,26.06,31,1388,0,74.74,0,23.28,17,9.55,wcc
2016_1389,10.73,97.87,5.57,65.81,11.9,0,99.01,2016,17.6,5,42.17,0,240.36,2.83,32.68,14,16,159.81,26.1,30,1389,0,65.53,3,-1.14,9,13.07,maac
2016_1390,10.9,102.42,6.69,68.38,11.52,1,105.43,2016,20.28,2,42.34,2,130.21,2.97,31.78,14,15,35.27,22.72,29,1390,3,69.14,5,-3.01,11,11.83,pac_twelve
2016_1391,9.4,104.58,5.67,72.07,13.9,1,113.76,2016,18.27,5,44.61,0,249.5,2.13,36.12,8,22,209.18,24.9,30,1391,0,77.9,7,-9.19,2,12.43,a_sun
2016_1392,11.83,111.35,5.9,66.9,16.3,0,96.03,2016,16.23,11,47.68,0,226.96,4.6,37.52,24,6,98.67,26.5,30,1392,0,75.47,2,15.32,13,11.67,aec
2016_1393,11.81,106.89,8.09,68.29,14.06,3,99.62,2016,16.56,3,42.65,0,139.58,4.06,36.08,19,13,61.69,23.72,32,1393,2,70.22,6,7.27,13,12.13,acc
2016_1394,11.07,104.81,9.37,74.12,12.5,2,99.5,2016,21.17,10,43.68,0,260.78,4.5,33.86,23,7,62.14,23.27,30,1394,0,72.8,0,5.3,11,12.4,southland
2016_1395,10.76,95.18,6.45,67.07,11.58,2,102.7,2016,20.52,1,40.55,0,216.33,3.82,33.51,12,21,39.71,22.97,33,1395,0,66.94,5,-7.52,9,14.48,big_twelve
2016_1396,11.19,102.87,5.34,68.43,13.53,3,100.58,2016,16.13,7,40.47,0,173.24,3.13,33.96,21,11,61.64,25.56,32,1396,1,68.66,6,2.29,11,9.16,aac
2016_1397,12.59,105.99,5.29,72.54,13.47,2,106.33,2016,19.47,1,42.06,0,133.8,4.59,32.72,15,19,93.58,25.41,34,1397,1,75.12,8,-0.34,12,11.18,sec
2016_1398,10.96,105.08,7.68,69.97,10.32,2,99.08,2016,20.89,7,45.83,0,247.67,3.54,33.55,18,10,138.7,25.36,28,1398,0,73.25,3,6.0,9,13.29,ovc
2016_1399,9.46,109.08,5.11,74.68,13.79,0,107.88,2016,19.25,5,44.78,0,232.65,3.68,35.94,17,11,131.55,26.46,28,1399,0,77.0,2,1.2,12,12.64,ovc
2016_1400,11.0,106.06,5.16,66.48,11.47,1,100.91,2016,20.75,5,43.16,4,104.5,4.38,33.89,20,12,40.75,23.53,32,1400,6,71.34,6,5.14,14,10.38,big_twelve
2016_1401,12.82,110.08,6.91,67.28,16.88,4,95.56,2016,18.09,5,44.94,0,125.31,3.76,35.03,26,8,75.88,26.06,34,1401,3,75.91,1,14.52,17,11.79,sec
2016_1402,10.41,98.79,6.0,67.51,11.62,1,100.84,2016,18.31,4,42.32,0,271.46,2.93,32.14,13,16,150.63,22.93,29,1402,0,64.48,2,-2.06,8,11.62,sun_belt
2016_1403,10.32,107.1,5.87,74.59,13.03,2,103.42,2016,18.48,3,44.71,1,126.26,4.19,34.43,19,12,42.17,23.84,31,1403,3,72.39,5,3.68,14,11.97,big_twelve
2016_1404,10.42,104.99,5.29,71.54,11.55,1,106.25,2016,18.03,7,43.66,0,227.71,1.84,33.92,17,14,204.0,25.48,31,1404,0,70.74,9,-1.25,9,12.48,ovc
2016_1405,9.55,109.59,5.26,74.84,16.19,2,102.74,2016,17.26,6,45.82,0,209.69,2.0,36.27,16,15,141.07,26.42,31,1405,0,76.97,5,6.84,8,11.68,mac
2016_1406,14.27,105.36,5.57,67.85,11.03,1,102.05,2016,20.73,7,42.12,0,209.06,4.57,32.67,18,12,120.75,24.43,30,1406,0,70.33,5,3.31,10,12.1,caa
2016_1407,11.31,97.42,5.79,63.35,10.86,0,107.11,2016,18.72,4,40.0,0,253.57,2.86,31.24,7,22,162.27,24.66,29,1407,0,67.69,5,-9.69,3,11.69,sun_belt
2016_1408,12.21,95.1,6.41,67.63,10.94,4,101.37,2016,19.09,2,39.68,0,232.08,3.85,30.04,12,22,118.05,25.03,34,1408,0,65.88,6,-6.27,6,13.26,aac
2016_1409,10.1,106.66,6.81,67.78,13.71,2,100.24,2016,17.71,6,44.39,0,163.35,2.68,32.93,20,11,74.18,24.94,31,1409,1,74.0,4,6.42,12,10.81,aac
2016_1410,8.37,94.8,4.7,67.18,14.7,0,114.4,2016,17.89,1,40.99,0,322.2,2.93,33.1,5,22,187.36,23.96,27,1410,0,64.81,2,-19.59,4,12.11,wac
2016_1411,12.34,107.14,4.47,62.9,14.31,2,102.78,2016,15.09,7,45.81,0,295.94,2.94,34.11,18,14,154.07,25.41,32,1411,0,72.81,0,4.36,9,13.31,swac
2016_1412,11.23,111.29,6.32,70.99,18.19,0,100.59,2016,17.94,10,47.34,0,223.8,5.87,36.78,25,6,141.33,26.58,31,1412,0,77.77,3,10.71,15,12.45,cusa
2016_1413,8.61,92.93,6.11,63.96,11.25,0,98.59,2016,18.07,3,42.69,0,268.11,1.5,35.93,9,19,148.84,25.04,28,1413,0,63.0,8,-5.66,6,14.14,big_west
2016_1414,9.84,104.48,5.69,68.64,15.25,4,97.47,2016,18.75,10,45.46,0,220.43,4.94,36.8,23,9,63.44,27.03,32,1414,0,70.72,0,7.01,9,12.34,big_west
2016_1415,9.81,100.0,4.97,71.2,12.03,0,102.99,2016,19.87,7,42.13,0,253.42,2.77,34.49,12,19,171.32,24.71,31,1415,0,67.87,5,-2.99,5,13.42,big_west
2016_1416,10.97,99.2,4.57,68.66,12.63,0,103.75,2016,15.6,4,42.97,0,249.67,4.7,31.8,12,18,91.89,27.87,30,1416,0,68.73,3,-4.55,8,14.67,aac
2016_1417,12.28,106.93,5.47,69.12,15.69,1,106.06,2016,18.63,3,45.39,0,128.27,3.44,36.3,15,17,54.29,27.31,32,1417,1,77.5,8,0.87,11,12.25,pac_twelve
2016_1418,14.45,108.16,6.45,69.54,12.34,1,103.31,2016,18.93,4,43.5,0,243.13,3.62,30.68,15,14,122.21,26.55,29,1418,0,77.59,2,4.85,10,12.9,sun_belt
2016_1419,11.03,105.32,5.23,69.35,13.84,1,102.72,2016,18.06,6,45.06,0,203.67,3.29,34.69,18,13,147.69,25.39,31,1419,0,71.77,2,2.6,11,12.23,sun_belt
2016_1420,8.72,101.74,6.97,68.3,12.34,1,112.7,2016,20.0,2,44.07,0,301.14,1.81,33.13,7,25,192.48,23.06,32,1420,0,72.09,7,-10.96,4,12.44,aec
2016_1421,11.55,105.47,9.23,70.11,12.0,5,96.59,2016,17.68,6,45.04,0,237.55,3.23,32.22,20,11,142.18,25.45,31,1421,0,74.48,4,8.88,9,13.16,big_south
2016_1422,9.79,103.67,5.83,67.49,13.03,0,108.76,2016,20.31,3,44.15,0,230.0,2.45,36.31,11,18,160.22,24.38,29,1422,0,71.79,5,-5.09,8,12.31,southern
2016_1423,11.83,109.3,6.9,70.36,13.23,5,100.39,2016,23.87,8,45.5,0,168.74,4.17,34.09,23,7,127.86,25.4,30,1423,0,78.07,0,8.92,10,11.43,caa
2016_1424,10.77,101.59,7.65,69.03,14.84,2,98.5,2016,21.45,2,43.43,1,189.38,5.13,32.78,16,15,100.6,26.84,31,1424,2,76.81,5,3.09,12,14.26,mwc
2016_1425,12.0,109.25,6.33,67.84,14.88,2,101.47,2016,17.45,3,45.76,0,144.14,5.45,38.52,21,12,35.42,27.45,33,1425,0,80.85,5,7.78,16,12.21,pac_twelve
2016_1426,14.59,106.91,7.0,70.11,16.88,1,95.77,2016,21.13,9,42.22,0,236.59,2.72,32.72,22,10,116.5,28.78,32,1426,0,79.03,1,11.14,12,13.56,sun_belt
2016_1427,10.03,97.51,6.2,70.15,11.4,0,115.64,2016,22.0,1,41.22,0,285.75,2.43,32.06,4,26,199.19,23.17,30,1427,0,71.9,4,-18.13,3,13.3,cusa
2016_1428,9.52,111.73,5.27,71.69,15.27,5,101.23,2016,15.67,5,48.39,0,106.24,4.21,36.05,25,8,24.88,27.33,33,1428,3,76.48,0,10.5,15,12.15,pac_twelve
2016_1429,10.1,107.3,5.45,69.78,14.38,1,106.7,2016,17.76,5,44.84,0,220.0,2.41,37.95,14,15,89.27,25.03,29,1429,0,73.03,3,0.6,8,11.93,mwc
2016_1430,8.89,99.42,5.63,72.57,14.0,0,106.33,2016,21.37,5,41.48,0,294.89,3.22,34.58,9,18,161.11,26.74,27,1430,0,74.04,2,-6.91,4,13.07,wac
2016_1431,8.78,104.62,5.88,66.4,15.5,3,103.18,2016,20.41,2,46.48,0,247.61,3.59,36.48,18,14,176.57,26.84,32,1431,0,76.81,6,1.44,13,12.56,cusa
2016_1433,12.5,109.53,8.79,69.01,14.35,2,95.9,2016,19.56,7,45.04,0,146.17,3.82,35.59,24,10,74.0,24.85,34,1433,1,77.21,2,13.63,15,11.44,a_ten
2016_1434,13.13,108.33,6.77,72.6,13.63,0,90.92,2016,20.3,12,43.61,0,197.83,4.67,36.83,24,6,113.67,28.7,30,1434,0,75.27,1,17.41,12,13.27,horizon
2016_1435,9.5,109.71,4.31,69.9,14.94,2,97.14,2016,19.13,3,46.06,0,136.63,5.53,38.85,19,13,61.46,29.06,32,1435,2,76.75,5,12.57,14,11.69,sec
2016_1436,8.88,108.09,5.36,70.86,13.18,1,103.86,2016,19.55,8,48.73,0,250.6,4.3,38.7,20,13,101.23,25.91,33,1436,0,74.73,3,4.23,11,13.27,aec
2016_1437,9.26,113.38,6.74,77.71,16.15,4,94.04,2016,17.53,10,46.75,1,116.79,3.41,34.36,29,5,14.8,26.35,34,1437,4,76.97,0,19.34,15,11.12,big_east
2016_1438,8.97,114.84,5.48,75.4,14.33,6,97.28,2016,16.36,5,48.71,5,97.38,2.94,40.49,26,7,48.71,22.91,33,1438,8,70.36,0,17.56,15,9.39,acc
2016_1439,10.36,105.25,5.39,69.98,12.18,2,102.17,2016,19.21,4,44.9,2,176.47,3.42,35.7,19,14,46.5,24.21,33,1439,2,74.58,7,3.08,13,12.82,acc
2016_1440,10.04,95.81,6.07,71.06,10.48,0,111.44,2016,19.56,1,39.85,0,255.5,3.85,32.54,6,21,164.52,22.3,27,1440,0,67.19,4,-15.63,5,12.85,southern
2016_1441,10.83,100.77,7.6,70.69,12.17,1,105.22,2016,20.83,3,43.05,0,216.92,3.13,32.96,13,17,132.0,23.43,30,1441,0,71.3,2,-4.46,9,14.33,southern
2016_1442,8.92,99.92,5.38,70.97,12.71,0,107.34,2016,21.13,3,43.4,0,209.0,3.25,37.79,7,17,139.88,25.83,24,1442,0,68.63,4,-7.42,4,12.5,summit
2016_1443,11.47,109.22,4.13,70.34,13.22,3,109.24,2016,18.09,3,46.58,0,204.94,3.69,36.24,16,16,152.63,26.53,32,1443,0,75.94,6,-0.02,10,13.25,cusa
2016_1444,11.23,102.45,5.47,71.35,11.47,1,105.27,2016,20.03,2,42.44,0,181.55,2.53,33.72,11,19,127.79,25.67,30,1444,0,71.87,8,-2.82,8,12.53,mac
2016_1447,13.68,103.73,6.84,70.67,13.45,0,94.31,2016,21.84,9,42.79,0,274.19,4.13,33.63,21,10,195.8,26.13,31,1447,0,70.1,1,9.42,12,13.32,nec
2016_1448,12.16,102.09,5.94,65.98,14.0,2,108.99,2016,20.97,3,43.96,0,176.64,4.45,31.55,11,20,57.8,26.1,31,1448,1,74.03,5,-6.9,6,14.55,acc
2016_1449,13.81,105.07,7.66,72.31,14.44,3,101.22,2016,24.03,3,42.47,0,153.83,6.72,33.33,18,14,35.14,26.03,32,1449,0,83.38,3,3.85,12,13.91,pac_twelve
2016_1450,7.93,97.98,4.9,71.29,13.67,1,108.43,2016,20.0,0,45.39,0,219.0,4.43,34.56,8,22,54.14,25.9,30,1450,0,70.43,3,-10.45,7,14.1,pac_twelve
2016_1451,8.39,106.98,4.68,67.72,13.0,7,98.16,2016,18.1,6,47.31,0,249.48,3.32,36.05,23,8,173.38,28.45,31,1451,0,74.52,1,8.82,10,13.74,big_sky
2016_1452,15.91,110.29,9.94,66.98,14.76,6,94.48,2016,23.38,7,45.22,2,121.42,2.53,32.85,26,8,15.75,23.26,34,1452,6,79.21,2,15.81,13,14.0,big_twelve
2016_1453,12.85,107.28,9.27,65.71,13.88,4,102.99,2016,19.82,8,44.43,0,230.19,4.61,35.03,21,12,116.08,25.76,33,1453,0,83.21,2,4.28,9,12.09,horizon
2016_1454,9.42,112.16,4.26,77.53,16.48,4,105.21,2016,17.29,7,44.72,0,238.39,2.52,35.87,18,13,137.38,25.77,31,1454,0,77.68,4,6.95,7,10.94,horizon
2016_1455,11.61,109.72,7.26,71.58,14.32,1,88.85,2016,20.23,9,43.29,1,188.39,3.58,32.85,23,8,60.63,25.87,31,1455,1,73.13,1,20.87,13,9.84,mvc
2016_1456,8.17,111.3,5.34,72.01,15.86,1,103.86,2016,16.76,7,47.96,0,157.94,4.0,36.72,18,11,110.0,27.69,29,1456,0,76.03,1,7.45,10,10.86,caa
2016_1457,8.9,109.96,5.21,75.11,11.31,2,104.19,2016,19.1,7,46.62,0,250.15,5.24,36.36,20,9,158.56,27.14,29,1457,0,80.28,0,5.78,11,12.97,big_south
2016_1458,11.44,106.85,5.88,70.75,11.59,1,99.58,2016,16.94,6,42.96,0,117.65,3.19,35.76,20,12,84.42,23.47,32,1458,3,68.88,5,7.27,13,10.97,big_ten
2016_1459,8.43,105.74,5.17,75.45,14.2,0,107.71,2016,19.47,4,43.88,0,250.62,1.6,40.88,13,17,134.29,22.9,30,1459,0,70.7,4,-1.98,9,12.03,southern
2016_1460,6.3,100.57,5.58,69.08,13.55,4,98.03,2016,22.09,5,44.46,0,216.5,1.97,37.82,20,13,154.62,24.58,33,1460,0,68.64,4,2.54,11,11.24,horizon
2016_1461,5.77,105.39,3.93,71.43,11.83,0,107.93,2016,18.87,4,43.61,0,179.58,2.67,37.17,12,18,129.33,24.77,30,1461,0,70.33,8,-2.54,8,11.4,mwc
2016_1462,13.06,112.23,7.31,73.08,16.38,4,97.3,2016,20.19,8,45.2,1,120.11,3.06,36.16,27,5,49.6,27.94,32,1462,3,81.34,1,14.93,15,12.75,big_east
2016_1463,13.48,110.8,5.59,66.67,15.07,1,94.21,2016,17.96,9,46.73,0,228.76,4.52,37.12,21,6,62.83,26.81,27,1463,0,74.48,1,16.59,11,13.48,ivy
2016_1464,8.77,100.15,6.0,71.38,14.33,1,114.01,2016,18.4,4,42.53,0,257.78,2.53,36.98,9,21,151.9,24.73,30,1464,0,75.63,3,-13.85,4,11.73,horizon
2017_1101,7.56,98.19,7.0,64.22,13.6,0,105.16,2017,22.16,4,45.84,0,224.67,2.76,37.11,9,16,222.88,22.88,25,1101,0,67.88,6,-6.97,5,14.48,southland
2017_1102,9.45,102.68,5.9,71.65,14.48,1,108.56,2017,17.9,0,42.79,0,209.1,1.81,36.28,10,21,124.29,25.26,31,1102,0,71.55,7,-5.88,9,12.48,mwc
2017_1103,9.82,112.72,5.42,67.79,14.52,6,105.0,2017,18.36,7,46.66,0,194.48,3.12,36.96,25,8,151.75,24.58,33,1103,0,76.67,0,7.72,12,11.64,mac
2017_1104,12.3,100.6,6.0,64.95,11.42,4,94.15,2017,19.73,5,42.38,0,166.26,4.21,31.78,19,14,59.57,26.88,33,1104,0,68.67,5,6.45,10,13.88,sec
2017_1105,10.31,92.54,3.55,66.61,11.38,0,117.48,2017,18.14,1,40.26,0,320.5,1.79,27.35,2,27,260.3,21.86,29,1105,0,61.86,2,-24.94,1,13.24,swac
2017_1106,13.9,93.08,4.87,63.41,9.47,1,106.39,2017,20.43,1,38.93,0,326.86,3.0,29.43,7,23,220.7,24.5,30,1106,0,65.57,4,-13.32,5,15.57,swac
2017_1107,10.64,108.88,5.12,76.3,12.58,1,102.24,2017,17.85,9,46.75,0,257.8,1.7,36.85,20,13,122.08,24.45,33,1107,0,71.03,3,6.64,10,11.88,aec
2017_1108,11.79,98.48,6.31,65.69,12.41,1,99.93,2017,19.24,6,42.25,0,331.53,3.28,31.99,15,14,157.93,25.9,29,1108,0,67.66,0,-1.45,8,14.07,swac
2017_1110,6.8,94.33,6.97,61.81,11.3,0,104.53,2017,18.3,4,44.88,0,269.38,2.43,31.76,8,22,174.09,22.13,30,1110,0,61.5,6,-10.2,4,13.2,patriot
2017_1111,11.21,98.08,5.04,67.54,12.75,0,108.38,2017,21.86,1,40.62,0,199.43,2.79,32.65,7,21,153.9,25.39,28,1111,0,70.46,6,-10.3,6,13.93,sun_belt
2017_1112,10.29,113.63,5.5,75.78,13.79,6,96.89,2017,16.97,9,47.57,1,120.97,3.24,39.76,30,4,12.0,26.47,34,1112,3,76.26,0,16.74,15,11.44,pac_twelve
2017_1113,9.21,107.7,5.88,74.89,13.03,2,112.23,2017,16.91,4,43.38,0,195.73,3.21,36.61,15,18,53.83,23.42,33,1113,0,78.58,6,-4.53,9,10.42,pac_twelve
2017_1114,9.5,100.02,5.73,73.67,11.4,2,104.12,2017,18.23,4,43.36,0,247.69,3.63,33.82,13,17,154.24,23.17,30,1114,0,66.37,6,-4.1,7,12.9,sun_belt
2017_1115,10.47,87.57,8.5,64.9,10.03,0,105.89,2017,22.47,1,39.89,0,334.17,2.7,34.45,6,24,222.75,20.6,30,1115,0,60.67,4,-18.31,5,17.93,swac
2017_1116,11.32,111.16,7.53,76.2,14.09,4,103.97,2017,20.59,6,46.09,0,125.64,4.74,36.39,25,9,58.89,24.94,34,1116,0,79.79,0,7.19,15,11.74,sec
2017_1117,10.81,105.68,5.13,63.55,12.29,1,100.67,2017,20.32,7,45.8,0,208.0,2.58,37.75,19,12,148.25,25.23,31,1117,0,72.45,5,5.01,11,12.81,sun_belt
2017_1119,9.58,99.26,5.39,65.95,16.0,0,100.65,2017,19.42,4,43.99,0,266.67,1.84,35.11,12,19,167.11,27.58,31,1119,0,72.03,6,-1.4,8,14.97,patriot
2017_1120,11.53,105.79,7.38,67.22,13.16,2,105.52,2017,21.0,6,43.73,0,169.72,5.06,36.63,18,14,74.79,25.06,32,1120,0,80.41,4,0.27,10,13.56,sec
2017_1122,8.21,105.41,5.14,71.71,10.32,2,117.57,2017,18.39,4,45.86,0,252.11,2.5,35.19,9,19,172.0,22.29,28,1122,0,76.5,4,-12.16,3,12.57,ovc
2017_1123,9.78,105.92,5.88,72.3,15.16,3,102.58,2017,19.78,7,45.98,0,232.6,3.53,37.58,20,12,145.5,27.69,32,1123,0,78.28,3,3.35,10,14.88,mac
2017_1124,12.68,110.56,5.13,71.16,15.48,4,97.87,2017,17.68,6,46.67,2,108.96,4.87,35.34,24,7,41.14,24.94,31,1124,5,71.61,2,12.7,14,13.42,big_twelve
2017_1125,8.11,110.72,4.44,77.2,16.04,0,101.01,2017,17.59,10,47.28,0,223.43,2.56,33.67,21,6,90.33,26.41,27,1125,0,76.7,0,9.71,11,12.74,ovc
2017_1126,12.37,98.79,7.07,66.1,13.67,1,109.84,2017,20.77,2,41.17,0,312.88,2.8,32.27,8,22,243.95,22.83,30,1126,0,70.4,5,-11.06,5,12.63,meac
2017_1127,8.07,97.15,5.03,69.33,11.62,1,106.97,2017,17.21,3,42.12,0,281.89,2.41,34.41,9,20,180.95,24.41,29,1127,0,65.1,5,-9.82,5,12.48,aec
2017_1129,9.48,107.17,4.9,71.7,12.41,1,102.46,2017,21.1,7,45.01,0,186.72,2.41,35.6,18,11,80.73,25.76,29,1129,1,75.52,3,4.71,10,12.62,mwc
2017_1130,9.13,100.08,5.59,67.99,14.78,1,108.36,2017,18.66,0,44.84,0,172.22,2.72,37.43,9,23,74.91,25.78,32,1130,0,72.5,6,-8.28,8,14.59,acc
2017_1131,10.03,101.98,8.26,69.57,13.65,0,100.44,2017,19.23,6,43.9,0,227.71,2.52,35.26,17,14,163.29,25.35,31,1131,0,72.52,4,1.54,11,14.32,patriot
2017_1132,11.16,100.09,6.84,66.27,12.06,0,105.6,2017,19.45,3,42.43,0,227.67,2.65,34.09,12,19,147.47,24.55,31,1132,0,73.19,5,-5.5,9,12.68,mac
2017_1133,9.06,95.42,5.94,67.76,11.28,2,103.22,2017,20.47,3,42.24,0,240.0,3.63,35.31,12,20,121.35,26.16,32,1133,0,65.41,6,-7.79,7,15.03,mvc
2017_1135,9.29,103.95,7.21,75.8,13.07,0,110.74,2017,20.21,4,43.65,0,291.82,1.79,35.55,11,17,155.47,21.57,28,1135,0,74.86,5,-6.79,7,14.11,ivy
2017_1136,10.68,102.28,6.71,72.09,14.29,1,108.35,2017,21.29,2,43.51,0,260.55,2.19,33.72,11,20,200.0,25.03,31,1136,0,73.71,7,-6.07,8,13.52,nec
2017_1137,8.62,108.2,7.18,67.89,14.62,2,96.07,2017,18.53,9,48.13,0,224.96,3.82,37.74,26,8,96.25,25.82,34,1137,0,76.15,1,12.13,15,13.26,patriot
